,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,income_encoded
8115,25,Private,203570,HS-grad,9,Separated,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K,0
18553,41,Private,297186,HS-grad,9,Married,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K,0
26407,59,Self-emp-inc,133201,5th-6th,3,Married,Farming-fishing,Husband,White,Male,0,0,40,Italy,<=50K,0
48058,20,Private,177287,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
5705,43,Self-emp-not-inc,240170,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K,0
31079,26,Private,122575,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,60,Vietnam,<=50K,0
44733,46,Private,145290,Assoc-voc,11,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K,1
36300,23,Private,186006,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K,0
23842,38,Private,85074,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
3157,21,Private,305874,Some-college,10,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
6526,63,Private,264600,10th,6,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,0
41239,29,Local-gov,90956,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0
8326,20,Private,33644,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,0
10939,25,Private,165622,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,0
22458,39,Self-emp-not-inc,65738,Some-college,10,Married,Other-service,Wife,White,Female,0,0,15,United-States,>50K,1
40616,44,Private,160837,5th-6th,3,Married,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,0
32970,38,Private,272476,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,24,United-States,>50K,1
40738,44,Private,32000,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0
38717,36,Private,214807,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0
10623,38,State-gov,267540,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K,0
29336,43,State-gov,30824,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
41822,38,Private,54953,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0
8206,43,Self-emp-inc,260960,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K,0
32885,26,Private,248057,HS-grad,9,Separated,Handlers-cleaners,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K,0
4699,59,Private,227386,10th,6,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
25516,54,Private,447555,10th,6,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0
29270,47,Private,225065,5th-6th,3,Separated,Sales,Unmarried,White,Female,0,0,40,Mexico,<=50K,0
34805,38,Private,297767,Masters,14,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,0
12500,60,Private,160339,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,Columbia,<=50K,0
24070,33,Private,192286,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,52,United-States,<=50K,0
16715,41,Private,183850,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
39257,56,Private,253854,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
41832,52,Private,94448,Assoc-voc,11,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0
31443,30,State-gov,54318,11th,7,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
13800,40,Private,162098,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,0
41492,52,Private,161599,HS-grad,9,Married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,0
27067,53,Self-emp-inc,134854,Assoc-voc,11,Married,Exec-managerial,Husband,White,Male,0,0,40,Greece,>50K,1
38620,43,Federal-gov,269733,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
44711,41,Private,408229,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,15,United-States,<=50K,0
42590,62,Private,171757,7th-8th,4,Widowed,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
28935,48,Private,148254,HS-grad,9,Married,Handlers-cleaners,Wife,White,Female,0,0,16,United-States,>50K,1
32821,50,Private,109937,Some-college,10,Married,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K,0
32451,40,Private,195617,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K,0
31223,29,Local-gov,181282,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
31850,54,Private,24108,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
25657,53,Local-gov,248834,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,1
24526,50,Private,174655,Some-college,10,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K,1
11339,19,Private,459248,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,0
2271,23,Private,27776,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
6887,42,Private,132222,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K,0
31328,31,Private,59083,HS-grad,9,Married,Other-service,Husband,White,Male,0,0,35,United-States,<=50K,0
36627,34,Private,226702,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
40739,44,Private,228516,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,20,Portugal,<=50K,0
18688,73,Local-gov,205580,5th-6th,3,Married,Prof-specialty,Husband,White,Male,0,0,6,United-States,<=50K,0
37898,29,Private,304082,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Peru,<=50K,0
32701,46,Private,83822,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0
16318,22,Private,263670,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,80,United-States,<=50K,0
44987,33,Private,162572,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,0
12325,45,Private,187226,Assoc-acdm,12,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0
933,23,Private,375871,HS-grad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K,0
20679,37,Private,46385,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
7241,23,Private,148709,HS-grad,9,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,<=50K,0
10370,38,Private,165930,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0
5866,51,Self-emp-not-inc,25932,HS-grad,9,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,0
16615,34,Private,251421,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
11282,40,Private,274158,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
1211,37,Private,203070,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,62,United-States,<=50K,0
15811,22,Private,54560,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,0
35815,28,Private,183445,HS-grad,9,Separated,Priv-house-serv,Own-child,White,Female,0,0,40,Guatemala,<=50K,0
5997,24,Private,200089,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,Mexico,>50K,1
5991,44,Private,112797,9th,5,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,<=50K,0
5457,34,Private,209808,Some-college,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1
37658,41,Federal-gov,333070,Some-college,10,Married,Craft-repair,Husband,Black,Male,0,0,35,United-States,<=50K,0
26846,36,Private,32334,Assoc-voc,11,Married,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K,1
38637,50,Local-gov,68898,Doctorate,16,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1
26912,32,Self-emp-inc,103078,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
30971,41,Local-gov,33658,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K,1
44296,51,Private,203435,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
30586,42,Local-gov,29075,Assoc-acdm,12,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,0
32252,37,Self-emp-not-inc,103925,Bachelors,13,Married,Sales,Wife,White,Female,0,0,50,United-States,<=50K,0
35258,37,Private,211168,Some-college,10,Married,Tech-support,Wife,White,Female,0,0,35,United-States,<=50K,0
42956,45,Private,168195,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,42,United-States,<=50K,0
37018,23,Private,97054,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,0
4251,43,Private,243476,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
2376,43,Private,129573,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,0,0,44,United-States,<=50K,0
34267,57,Local-gov,237546,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,1
34343,41,Private,175883,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,0
45037,63,Self-emp-not-inc,326903,1st-4th,2,Married,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,0
8125,53,Self-emp-not-inc,35295,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States,>50K,1
33194,24,Private,206827,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,0
25521,34,Private,228873,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0
22152,30,Private,39054,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K,1
8054,42,Private,132481,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,24,United-States,<=50K,0
185,34,Private,304030,HS-grad,9,Married,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,0
42227,28,Private,380390,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0
17877,55,Private,240988,9th,5,Married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,0
48839,38,Private,374983,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0
20623,23,Private,214635,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
14665,40,Private,26892,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1
41471,21,Private,565313,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,0
38444,59,State-gov,100270,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,0
36532,54,Private,240358,Masters,14,Married,Exec-managerial,Husband,Black,Male,0,0,40,Jamaica,<=50K,0
47952,58,Self-emp-inc,229116,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K,1
18099,30,Local-gov,83066,HS-grad,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,0
33089,55,Private,202652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,0
32660,20,Private,169699,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
35277,66,Private,147766,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
47515,77,Private,88269,5th-6th,3,Married,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,0
2582,28,Private,203776,10th,6,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
4061,28,Private,210867,11th,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0
21527,46,Private,269045,Prof-school,15,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K,1
18321,51,Self-emp-not-inc,127149,11th,7,Married,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K,1
9273,35,Private,185325,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1
12897,38,Private,170861,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0
9989,35,Private,186489,9th,5,Married,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,<=50K,0
20300,41,Private,256647,HS-grad,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,0
33069,20,Federal-gov,163205,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K,0
25689,40,Private,303291,Some-college,10,Married,Other-service,Wife,White,Female,0,0,35,United-States,<=50K,0
13969,19,Private,170800,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,0
12720,62,Self-emp-not-inc,320376,HS-grad,9,Married,Sales,Wife,White,Female,0,0,48,United-States,<=50K,0
37751,51,Private,197600,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
10081,25,Private,120238,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
7312,60,Local-gov,232769,11th,7,Married,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K,0
16925,41,Private,244945,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0
13561,34,Private,206297,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,1
1089,38,Private,412296,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K,0
2203,49,Local-gov,34021,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K,0
19457,53,Private,217568,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
32057,44,Private,188436,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,0
35851,30,Private,234753,Assoc-voc,11,Married,Exec-managerial,Wife,White,Female,0,0,34,United-States,>50K,1
35923,23,Private,164901,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,<=50K,0
5356,38,Private,204756,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,0
38748,49,Self-emp-not-inc,175958,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K,0
13176,43,Private,149909,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K,1
27814,28,Private,360527,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
207,35,Private,36270,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,0
46672,32,Private,116539,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
30399,54,Private,200783,Some-college,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
21117,18,Private,452452,10th,6,Never-married,Priv-house-serv,Own-child,Black,Female,0,0,20,United-States,<=50K,0
48236,72,Private,74749,HS-grad,9,Married,Sales,Wife,White,Female,0,0,17,United-States,<=50K,0
6667,36,Private,263130,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
43592,68,Private,34887,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,6,United-States,<=50K,0
43984,37,Private,258827,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K,1
884,33,Private,258498,Some-college,10,Married,Craft-repair,Wife,White,Female,0,0,60,United-States,<=50K,0
36610,19,Private,42069,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,0
2644,19,Private,196857,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
32360,58,State-gov,200316,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
4760,54,Private,200098,Bachelors,13,Divorced,Sales,Not-in-family,Black,Female,0,0,60,United-States,<=50K,0
25573,58,Federal-gov,243929,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K,0
42972,41,Private,173316,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
14278,38,Private,146178,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
46882,54,Local-gov,113649,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0
29410,22,Private,186573,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,46,United-States,<=50K,0
39405,48,Self-emp-not-inc,76855,Some-college,10,Divorced,Transport-moving,Unmarried,White,Female,0,0,53,United-States,<=50K,0
39949,18,Private,37315,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K,0
10005,51,Private,124963,Assoc-acdm,12,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0
46470,30,Private,264351,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,0,25,Ecuador,<=50K,0
2839,38,Private,103751,9th,5,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
44639,48,Private,287547,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0
33593,63,Private,170815,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K,0
4757,37,Federal-gov,196348,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
17181,52,Private,235307,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
29475,31,Private,62165,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,0
43004,19,Private,375079,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,0
30160,38,State-gov,255191,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
20122,46,Private,70754,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
21512,32,Private,255424,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K,1
26557,42,Private,182302,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0
45794,57,Private,206206,11th,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
